Countrycode,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationEoICode,SamplingPoint,SamplingProcess,Sample,AirPollutant,AirPollutantCode,AveragingTime,Concentration,UnitOfMeasurement,DatetimeBegin,DatetimeEnd,Validity,Verification
IE,IE.EPA-IE.AQ,,,,SPO.IE.IE0028ASample1_482,SPP-IE_A_GC-FID_GC855BTX,SPO_F-IE0028A_00482_100_100,o-C6H4-(CH3)2,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/482,day,0.5699999900,,2009-06-01 00:00:00 +01:00,2009-06-02 00:00:00 +01:00,1,1
IE,IE.EPA-IE.AQ,,,,SPO.IE.IE0028ASample1_482,SPP-IE_A_GC-FID_GC855BTX,SPO_F-IE0028A_00482_100_100,o-C6H4-(CH3)2,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/482,day,0.8000000100,,2009-06-02 00:00:00 +01:00,2009-06-03 00:00:00 +01:00,1,1
IE,IE.EPA-IE.AQ,,,,SPO.IE.IE0028ASample1_482,SPP-IE_A_GC-FID_GC855BTX,SPO_F-IE0028A_00482_100_100,o-C6H4-(CH3)2,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/482,day,0.6300000000,,2009-06-03 00:00:00 +01:00,2009-06-04 00:00:00 +01:00,1,1
IE,IE.EPA-IE.AQ,,,,SPO.IE.IE0028ASample1_482,SPP-IE_A_GC-FID_GC855BTX,SPO_F-IE0028A_00482_100_100,o-C6H4-(CH3)2,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/482,day,0.8000000100,,2009-06-04 00:00:00 +01:00,2009-06-05 00:00:00 +01:00,1,1
IE,IE.EPA-IE.AQ,,,,SPO.IE.IE0028ASample1_482,SPP-IE_A_GC-FID_GC855BTX,SPO_F-IE0028A_00482_100_100,o-C6H4-(CH3)2,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/482,day,0.3800000000,,2009-06-05 00:00:00 +01:00,2009-06-06 00:00:00 +01:00,1,1
IE,IE.EPA-IE.AQ,,,,SPO.IE.IE0028ASample1_482,SPP-IE_A_GC-FID_GC855BTX,SPO_F-IE0028A_00482_100_100,o-C6H4-(CH3)2,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/482,day,0.2899999900,,2009-06-06 00:00:00 +01:00,2009-06-07 00:00:00 +01:00,1,1
IE,IE.EPA-IE.AQ,,,,SPO.IE.IE0028ASample1_482,SPP-IE_A_GC-FID_GC855BTX,SPO_F-IE0028A_00482_100_100,o-C6H4-(CH3)2,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/482,day,0.0400000000,,2009-11-16 00:00:00 +01:00,2009-11-17 00:00:00 +01:00,1,1
IE,IE.EPA-IE.AQ,,,,SPO.IE.IE0028ASample1_482,SPP-IE_A_GC-FID_GC855BTX,SPO_F-IE0028A_00482_100_100,o-C6H4-(CH3)2,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/482,day,0.0900000000,,2009-11-17 00:00:00 +01:00,2009-11-18 00:00:00 +01:00,1,1
IE,IE.EPA-IE.AQ,,,,SPO.IE.IE0028ASample1_482,SPP-IE_A_GC-FID_GC855BTX,SPO_F-IE0028A_00482_100_100,o-C6H4-(CH3)2,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/482,day,0.1200000000,,2009-11-18 00:00:00 +01:00,2009-11-19 00:00:00 +01:00,1,1
IE,IE.EPA-IE.AQ,,,,SPO.IE.IE0028ASample1_482,SPP-IE_A_GC-FID_GC855BTX,SPO_F-IE0028A_00482_100_100,o-C6H4-(CH3)2,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/482,day,0.0500000000,,2009-11-19 00:00:00 +01:00,2009-11-20 00:00:00 +01:00,1,1
